"time","value","rank","std","r","Min","Max","Q25","Q50","Q75","funcs","tissue","sign","pathway","foldchange"
"3",207614.103333333,24.6666666666667,11354.548755641,6,187815.31,222483.05,206121.7175,208675.33,211742.6475,"Sulfur metabolism ","Midgut","bc","Energy metabolism",1.07098504655313
"48",408550.01,42,114813.803047058,6,181339.22,487684.66,416911.3825,447443.31,472352.4425,"Sulfur metabolism ","Midgut","ab","Energy metabolism",2.1075203680967
"6",203986.888333333,21.8333333333333,18153.3402215035,6,171402.8,220991.64,199911.2175,206983.065,216750.885,"Sulfur metabolism ","Midgut","c","Energy metabolism",1.05227392354529
"72",441442.995,48.5,98564.1519862512,6,301222.5,589363.63,391965.15,442966.315,483622.415,"Sulfur metabolism ","Midgut","a","Energy metabolism",2.27720005028542
"9",209394.69,22.8333333333333,15409.1212014236,6,197517.16,236098.66,199240.8675,202258.615,215564.7575,"Sulfur metabolism ","Midgut","c","Energy metabolism",1.0801702688645
"CK",193853.41,20.6666666666667,53085.666884238,6,100750.19,256468.83,180164.205,205214.255,219047.62,"Sulfur metabolism ","Midgut","c","Energy metabolism",1
"0",194195.188333333,21.8333333333333,5557.39031017766,6,186696.32,198828.68,189628.345,196641.21,198465.0425,"Fatty acid biosynthesis ","Midgut","bcd","Lipid metabolism",1.00316058515053
"12",195131.658333333,22.6666666666667,6006.50191204636,6,187149.27,202953.24,190693.3075,196884.03,197938.2425,"Fatty acid biosynthesis ","Midgut","bcd","Lipid metabolism",1.00799813957831
"24",203638.743333333,15.5,96667.6362961033,6,97271.33,387430.12,178243.9425,183776.84,190827.475,"Fatty acid biosynthesis ","Midgut","d","Lipid metabolism",1.05194347334156
"3",193583.351666667,21.3333333333333,4959.4795991169,6,184974.05,198992.63,192175.6875,194388.125,196586.26,"Fatty acid biosynthesis ","Midgut","bcd","Lipid metabolism",1
"48",286618.981666667,39.3333333333333,66472.1508570795,6,156069.55,340156.65,292461.98,303574.455,321579.3325,"Fatty acid biosynthesis ","Midgut","ab","Lipid metabolism",1.48059726830332
"6",194023.296666667,19.5,21408.553126463,6,165614.95,231582.92,188784.1575,190232.79,196189.485,"Fatty acid biosynthesis ","Midgut","cd","Lipid metabolism",1.00227263861387
"72",310429.423333333,47.1666666666667,24482.3417118001,6,274846.41,343156.42,300334.385,306298.045,326797.8525,"Fatty acid biosynthesis ","Midgut","a","Lipid metabolism",1.60359566388676
"9",219208.42,22.3333333333333,68371.359219491,6,184884.7,357950.3,187906.855,189468.125,201936.66,"Fatty acid biosynthesis ","Midgut","bcd","Lipid metabolism",1.13237227330095
"CK",232805.33,37.8333333333333,20848.1676414624,6,214365.05,272028.56,222274.42,224609.585,235944.7725,"Fatty acid biosynthesis ","Midgut","abc","Lipid metabolism",1.20261028645103
"0",282091.841666667,32.5,4111.26328194836,6,275754.68,285913.98,279641.56,283076.205,285444.0275,"Fatty acid degradation ","Midgut","abc","Lipid metabolism",1.21170753665727
"12",276126.626666667,23,5482.2810759014,6,269113.16,282443.77,272061.9675,276067.995,280772.16,"Fatty acid degradation ","Midgut","bc","Lipid metabolism",1.18608433560837
"24",232805.221666667,14,66350.6546825324,6,123876.83,301081.65,200538.26,257355.195,271011.1825,"Fatty acid degradation ","Midgut","c","Lipid metabolism",1
"3",276043.803333333,24.6666666666667,8994.01087696845,6,259250.34,284954.89,274878.3825,278678.665,280486.145,"Fatty acid degradation ","Midgut","bc","Lipid metabolism",1.18572857325587
"48",349515.138333333,41.3333333333333,99230.6216906425,6,152046.7,416496.31,360630.4725,382134.16,403646.2325,"Fatty acid degradation ","Midgut","ab","Lipid metabolism",1.50132001263173
"6",275792.915,25.1666666666667,20001.7945579128,6,240961.45,302917.84,274766.92,277189.63,281202.1,"Fatty acid degradation ","Midgut","bc","Lipid metabolism",1.1846508984016
"72",377510.836666667,46.1666666666667,61158.3284817974,6,279291.57,440991.45,346730.1925,388999.345,422856.9625,"Fatty acid degradation ","Midgut","a","Lipid metabolism",1.6215737514994
"9",258230.318333333,19.8333333333333,43713.9858415356,6,169653.77,282800.9,268883.2575,275426.31,278385.8625,"Fatty acid degradation ","Midgut","c","Lipid metabolism",1.10921188315557
"CK",252120.513333333,20.8333333333333,76800.1558145559,6,113915.34,338699.7,237543.1525,267620.075,289917.8025,"Fatty acid degradation ","Midgut","c","Lipid metabolism",1.08296760497203
"0",98405.37,32.8333333333333,2408.92742417035,6,94463.23,100676.64,97287.0375,98820.565,100361.66,"Synthesis and degradation of ketone bodies ","Midgut","ab","Lipid metabolism",1.25563133426283
"12",94734.605,22.3333333333333,3234.51742820935,6,91304.4,98648.69,92035.655,94227.935,97577.315,"Synthesis and degradation of ketone bodies ","Midgut","ab","Lipid metabolism",1.20879316318827
"24",78371.2283333333,11.8333333333333,22825.7729365394,6,39033.23,95936.98,68881.6075,89053.705,93507.5575,"Synthesis and degradation of ketone bodies ","Midgut","b","Lipid metabolism",1
"3",96047.2666666667,26.1666666666667,3676.76032916842,6,89778.77,99803.32,94595.345,96986.31,98444.4775,"Synthesis and degradation of ketone bodies ","Midgut","ab","Lipid metabolism",1.2255424434354
"48",116126.735,41.1666666666667,31174.8773096587,6,54978.48,140065.48,117876.76,124808.05,133602.5275,"Synthesis and degradation of ketone bodies ","Midgut","a","Lipid metabolism",1.48175213620594
"6",95847.59,24.6666666666667,7906.51624899615,6,82987.45,107545.31,94452.78,96201.305,97760.5,"Synthesis and degradation of ketone bodies ","Midgut","ab","Lipid metabolism",1.22299461215965
"72",123085.953333333,42.8333333333333,23186.1861379638,6,84951.56,146977.4,112854.375,127093.125,139992.57,"Synthesis and degradation of ketone bodies ","Midgut","a","Lipid metabolism",1.57055026380111
"9",88017.1716666667,23,21016.6314268699,6,45282.96,99959.88,94945.205,95523.42,96676.5175,"Synthesis and degradation of ketone bodies ","Midgut","ab","Lipid metabolism",1.12308016013615
"CK",88737.0116666667,22.6666666666667,27855.7682406373,6,39043.21,121306.05,83464.615,93701.63,101888.3625,"Synthesis and degradation of ketone bodies ","Midgut","ab","Lipid metabolism",1.13226516355269
"0",130.731666666667,26.5,64.7725007751489,6,52.57,211.25,79.175,130.95,180.3025,"Steroid biosynthesis ","Midgut","b","Lipid metabolism",1.62419762289311
"12",80.49,18.1666666666667,19.653920728445,6,64.22,109.35,66.12,71.675,94.2325,"Steroid biosynthesis ","Midgut","b","Lipid metabolism",1
"24",133.171666666667,18.3333333333333,134.141579447488,6,27.64,343.6,44.7725,62.205,213.865,"Steroid biosynthesis ","Midgut","b","Lipid metabolism",1.65451194765395
"3",93.9816666666667,22.1666666666667,29.8713919439096,6,46.6,130.22,85.7775,89.975,114.55,"Steroid biosynthesis ","Midgut","b","Lipid metabolism",1.16761916594194
"48",1935.135,47.5,672.622748968543,6,884.58,2692.25,1600.2075,1994.445,2430.8325,"Steroid biosynthesis ","Midgut","a","Lipid metabolism",24.041930674618
"6",83.9333333333333,17.5,40.5868701265159,6,48.57,145.45,56.7075,64.765,110.7125,"Steroid biosynthesis ","Midgut","b","Lipid metabolism",1.04277964136332
"72",2429.35833333333,49.5,982.090258487817,6,861.82,3587.32,1925.7325,2713.46,2956.065,"Steroid biosynthesis ","Midgut","a","Lipid metabolism",30.1821137201309
"9",94.9883333333333,20.6666666666667,44.5953241569861,6,57,177.16,65.5125,81.7,104.615,"Steroid biosynthesis ","Midgut","b","Lipid metabolism",1.18012589555638
"CK",146.266666666667,27.1666666666667,95.0607508210758,6,35.98,290.3,92.715,116.68,204.095,"Steroid biosynthesis ","Midgut","b","Lipid metabolism",1.81720296517166
"0",10429.295,43.8333333333333,851.62513844414,6,8726.56,10987.62,10535.835,10755.88,10854.4775,"Primary bile acid biosynthesis ","Midgut","a","Lipid metabolism",1.47066163095132
"12",9716.33,32.6666666666667,1008.6831706537,6,7739.59,10440.96,9724.8475,10128.145,10235.08,"Primary bile acid biosynthesis ","Midgut","ab","Lipid metabolism",1.37012460810258
"24",7686.79666666667,22.5,3551.66738508361,6,2130.8,10398.32,5607.4875,9639.92,9946.3375,"Primary bile acid biosynthesis ","Midgut","bc","Lipid metabolism",1.08393490860036
"3",9857.08333333333,32.5,661.650934093399,6,8703.14,10570.38,9781.3275,9831.965,10288.4425,"Primary bile acid biosynthesis ","Midgut","ab","Lipid metabolism",1.38997259655835
"48",7091.56666666667,11.1666666666667,2357.10119891079,6,2849.79,9486.36,6563.6125,7643.86,8452.465,"Primary bile acid biosynthesis ","Midgut","c","Lipid metabolism",1
"6",9834.11833333333,30.3333333333333,560.254826214525,6,9176.8,10790.95,9521.495,9746.865,10009.36,"Primary bile acid biosynthesis ","Midgut","abc","Lipid metabolism",1.38673424302105
"72",8252.73166666667,18.5,2078.1466626917,6,5528.01,11519.85,7072.6175,8153.83,9124.95,"Primary bile acid biosynthesis ","Midgut","bc","Lipid metabolism",1.1637388541319
"9",12746.535,37.1666666666667,6834.16990796907,6,9300.46,26663.53,9748.2025,10085.215,10552.9975,"Primary bile acid biosynthesis ","Midgut","ab","Lipid metabolism",1.79742158526325
"CK",7804.475,18.8333333333333,2918.40273552332,6,2196.47,10109.91,7791.6775,8411.6,9687.075,"Primary bile acid biosynthesis ","Midgut","bc","Lipid metabolism",1.10052903213676
"0",271.955,28.9166666666667,137.851309859573,6,97.91,475,173.175,285.355,335.585,"Steroid hormone biosynthesis ","Midgut","b","Lipid metabolism",2.08613106957478
"12",163.881666666667,20.6666666666667,72.1300953601662,6,106.51,301.01,121.505,137.095,173.2275,"Steroid hormone biosynthesis ","Midgut","b","Lipid metabolism",1.25711473062466
"24",285.891666666667,18.6666666666667,304.914206124717,6,64.81,680.14,78.48,109.605,539.715,"Steroid hormone biosynthesis ","Midgut","b","Lipid metabolism",2.1930374082692
"3",159.703333333333,21.5,40.6271045813834,6,80.6,193.31,160.375,171.655,181.2025,"Steroid hormone biosynthesis ","Midgut","b","Lipid metabolism",1.22506328466593
"48",2529.53333333333,48,959.274740596596,6,1049.79,3622.4,2073.91,2556.925,3247.9225,"Steroid hormone biosynthesis ","Midgut","a","Lipid metabolism",19.4037178143138
"6",147.706666666667,17.75,61.8533551771176,6,97.91,228.7,106.6525,114.095,198.975,"Steroid hormone biosynthesis ","Midgut","b","Lipid metabolism",1.13303843105168
"72",2924.26166666667,49,1424.16609981303,6,975.91,4619.17,1907.15,3202.085,3853.6325,"Steroid hormone biosynthesis ","Midgut","a","Lipid metabolism",22.4316269912296
"9",130.363333333333,14.6666666666667,89.1023790179963,6,26.91,289.56,90.25,111.4,147.6325,"Steroid hormone biosynthesis ","Midgut","b","Lipid metabolism",1
"CK",234.663333333333,28.3333333333333,93.2656049498778,6,103.39,338.61,177.685,233.34,313.46,"Steroid hormone biosynthesis ","Midgut","b","Lipid metabolism",1.80007159477358
"0",141125.203333333,21.5,4444.36223677442,6,135078.57,144732.63,137509.9975,143111.205,144583.8125,"Glycerophospholipid metabolism ","Midgut","cd","Lipid metabolism",1.00453431961793
"12",143377.386666667,22.5,7923.41437829845,6,136125.59,157948.8,137917.4375,142450.67,144274.34,"Glycerophospholipid metabolism ","Midgut","bcd","Lipid metabolism",1.02056544233002
"24",152896.828333333,15.6666666666667,72957.5248425623,6,79456.77,294214.84,131386.2075,134485.705,141910.1075,"Glycerophospholipid metabolism ","Midgut","d","Lipid metabolism",1.08832517363174
"3",140977.165,20.3333333333333,2990.28612470949,6,136045.97,143925.41,139867.9175,141206.07,143344.72,"Glycerophospholipid metabolism ","Midgut","cd","Lipid metabolism",1.00348057738806
"48",244218.066666667,39.6666666666667,59729.9035774312,6,127579.97,281726.91,244307.5925,266192.77,281500.7775,"Glycerophospholipid metabolism ","Midgut","ab","Lipid metabolism",1.73835306269112
"6",140488.185,19.3333333333333,13925.4906693111,6,121810.69,164453.3,136814.025,137727.385,142957.43,"Glycerophospholipid metabolism ","Midgut","d","Lipid metabolism",1
"72",272491.433333333,47.5,38750.3481377025,6,228083.38,335496.06,248046.2,265035.45,290445.22,"Glycerophospholipid metabolism ","Midgut","a","Lipid metabolism",1.93960391283675
"9",168836.253333333,23.3333333333333,71466.825803523,6,135976.27,314242.24,136909.0225,137405.965,147784.27,"Glycerophospholipid metabolism ","Midgut","bcd","Lipid metabolism",1.20178257932034
"CK",167602.208333333,37.6666666666667,14372.5624201413,6,155758.44,193750.06,158620.55,161782.78,171675.2325,"Glycerophospholipid metabolism ","Midgut","abc","Lipid metabolism",1.19299860221935
"0",20724.965,39.5,1628.72732736637,6,17534.65,21942.98,20745.26,21294.265,21614.595,"Ether lipid metabolism ","Midgut","a","Lipid metabolism",1.46603773718373
"12",19439.0083333333,30.1666666666667,2132.70659483593,6,15387.66,21313.03,19215.7,20135.075,20599.245,"Ether lipid metabolism ","Midgut","ab","Lipid metabolism",1.37507203462567
"24",15187.7666666667,20.5,7251.40834437468,6,3642.65,21277.27,11072.445,18760.52,19822.045,"Ether lipid metabolism ","Midgut","ab","Lipid metabolism",1.07434869380356
"3",19525.4383333333,28.6666666666667,1277.60312919806,6,17172.35,20724.75,19455.6975,19612.96,20372.99,"Ether lipid metabolism ","Midgut","ab","Lipid metabolism",1.38118589979382
"48",19383.1566666667,32,6132.29655849639,6,8278.63,24993.44,18442.3275,20154.525,23673.3,"Ether lipid metabolism ","Midgut","ab","Lipid metabolism",1.37112121246418
"6",19376.23,26.3333333333333,1208.34281511498,6,18184.3,21510.54,18540.5,19172.03,19709.375,"Ether lipid metabolism ","Midgut","ab","Lipid metabolism",1.37063123553413
"72",22344.1216666667,33.5,7750.32139327245,6,13312.18,34765.67,17052.1525,21616.76,25821.2475,"Ether lipid metabolism ","Midgut","ab","Lipid metabolism",1.58057326357646
"9",19381.655,27.6666666666667,1401.06053098001,6,17662.2,21344.29,18264.53,19644.365,20053.685,"Ether lipid metabolism ","Midgut","ab","Lipid metabolism",1.37101498791799
"CK",14136.72,9.16666666666667,5082.25301709783,6,4109.9,18576.6,15040.8375,15394.4,16165.1275,"Ether lipid metabolism ","Midgut","b","Lipid metabolism",1
"0",10797.365,27.8333333333333,700.498680733947,6,9451.72,11438.51,10773.0075,11045.465,11101.9975,"Sphingolipid metabolism ","Midgut","ab","Lipid metabolism",1.22767688451753
"12",10184.635,20.3333333333333,1183.07032615564,6,8148.89,11724.81,9915.4775,10455.52,10554.585,"Sphingolipid metabolism ","Midgut","b","Lipid metabolism",1.15800854808078
"24",18690.7366666667,23.8333333333333,22553.2496126041,6,3932.8,63166.49,5948.6825,10124.135,17711.03,"Sphingolipid metabolism ","Midgut","ab","Lipid metabolism",2.1251652935944
"3",10327.3783333333,21.5,711.116805438225,6,9104.28,11119.8,10093.8275,10456.05,10755.265,"Sphingolipid metabolism ","Midgut","b","Lipid metabolism",1.1742386830028
"48",16492.6016666667,40.5,4989.57323710722,6,8322.62,22222.15,14641.4375,16713.175,19953.5175,"Sphingolipid metabolism ","Midgut","ab","Lipid metabolism",1.87523398826676
"6",10591.2033333333,21.8333333333333,1202.76845619873,6,9460.23,12774.78,10003.335,10086.145,10894.6775,"Sphingolipid metabolism ","Midgut","b","Lipid metabolism",1.20423598827661
"72",19053.8316666667,45.5,7984.21377568867,6,12451.71,33333.18,13287.74,16648.625,21467.21,"Sphingolipid metabolism ","Midgut","a","Lipid metabolism",2.16644974942079
"9",8794.95666666667,18.6666666666667,4126.70171639612,6,406.42,11006.3,10086.5475,10246.855,10684.3625,"Sphingolipid metabolism ","Midgut","b","Lipid metabolism",1
"CK",11438.415,27.5,5023.16857311299,6,3297.4,17365.22,9533.495,11573.805,14868.6025,"Sphingolipid metabolism ","Midgut","ab","Lipid metabolism",1.30056524818959
"0",7927.17666666667,20,1208.4695260811,6,6780.95,10041.54,7005.7225,7821.095,8228.61,"Arachidonic acid metabolism ","Midgut","b","Lipid metabolism",1.19942302285087
"12",8747.87666666667,27.8333333333333,1437.86247695204,6,7248.25,10805.43,7698.52,8365.425,9761.24,"Arachidonic acid metabolism ","Midgut","b","Lipid metabolism",1.32359919757811
"24",11293.6883333333,23.8333333333333,7562.62688089639,6,6398.81,26058.06,7128.3425,7862.105,11488.4975,"Arachidonic acid metabolism ","Midgut","b","Lipid metabolism",1.70879373193006
"3",8173.01166666667,23.5,960.147242987589,6,7423.89,10001.32,7551.5025,7887.84,8270.3025,"Arachidonic acid metabolism ","Midgut","b","Lipid metabolism",1.23661913582037
"48",28782.6466666667,48.3333333333333,6606.44061594038,6,16062.4,34307.95,28555.0825,30616.85,32572.215,"Arachidonic acid metabolism ","Midgut","a","Lipid metabolism",4.35496400827639
"6",7595.295,17.6666666666667,1059.5722480086,6,6227.32,9146.71,6911.05,7555.265,8181.99,"Arachidonic acid metabolism ","Midgut","b","Lipid metabolism",1.14920760207742
"72",29857.27,47.6666666666667,7979.7584296268,6,18366.5,42142.6,26333.55,30004.905,32637.435,"Arachidonic acid metabolism ","Midgut","a","Lipid metabolism",4.5175601028371
"9",11007.3266666667,24.5,7822.20059689258,6,6883.72,26894.3,7538.25,7749.63,8911.575,"Arachidonic acid metabolism ","Midgut","b","Lipid metabolism",1.66546572369906
"CK",6609.15833333333,14.1666666666667,2246.09638706282,6,2334.04,8327.37,6356.8425,7430.035,7958.2775,"Arachidonic acid metabolism ","Midgut","b","Lipid metabolism",1
"0",255.685,20.6666666666667,123.31365694845,6,102,403.3,150.695,291.8,329.1125,"Linoleic acid metabolism ","Midgut","b","Lipid metabolism",1.43816969935596
"12",417.421666666667,22.5,489.529128343418,6,128.62,1396.2,173.545,201.49,359.7475,"Linoleic acid metabolism ","Midgut","b","Lipid metabolism",2.34790149150191
"24",2466.985,29.6666666666667,4368.94092748231,6,95.16,11309.75,257.3,834.77,1455.68,"Linoleic acid metabolism ","Midgut","b","Lipid metabolism",13.8762269032821
"3",177.785,16.1666666666667,51.7119432046408,6,79.76,225.69,173.25,197.195,200.5,"Linoleic acid metabolism ","Midgut","b","Lipid metabolism",1
"48",9243.18666666667,47,3035.50131421923,6,4836.96,13619.9,7718.7025,9303.82,10729.1725,"Linoleic acid metabolism ","Midgut","a","Lipid metabolism",51.990812873227
"6",228.795,16.8333333333333,171.421322215178,6,117.45,571.48,143.6575,161.205,208.0175,"Linoleic acid metabolism ","Midgut","b","Lipid metabolism",1.2869195938915
"72",9611.45166666667,46.5,6818.18387015609,6,2879.16,22035.2,5690.7025,7974.215,10900.845,"Linoleic acid metabolism ","Midgut","a","Lipid metabolism",54.062219347339
"9",3051.03333333333,19.1666666666667,7078.60805724591,6,99.69,17499.67,131.0075,153.01,246.1125,"Linoleic acid metabolism ","Midgut","b","Lipid metabolism",17.1613653195339
"CK",405.375,29,184.337861629129,6,160.07,601.64,283.8525,401.765,567.2875,"Linoleic acid metabolism ","Midgut","b","Lipid metabolism",2.28014174424164
"0",11940.8666666667,30.5,267.665630790855,6,11600.93,12363.32,11781.895,11923.07,12055.7475,"alpha-Linolenic acid metabolism ","Midgut","b","Lipid metabolism",1.317101293254
"12",12260.7316666667,28.6666666666667,1143.76956323233,6,11585.26,14541.2,11624.1625,11809.955,12144.33,"alpha-Linolenic acid metabolism ","Midgut","b","Lipid metabolism",1.35238303761371
"24",14907.69,16.6666666666667,11998.5096543729,6,7625.64,39195.34,9364.2225,11086.125,11518.5225,"alpha-Linolenic acid metabolism ","Midgut","bc","Lipid metabolism",1.64434779539423
"3",11675.9733333333,26.8333333333333,499.296704442025,6,10690.59,12093.57,11749.5475,11800.335,11903.8775,"alpha-Linolenic acid metabolism ","Midgut","b","Lipid metabolism",1.28788303283396
"48",20713.7316666667,45.8333333333333,4301.64324853383,6,12745.78,24695.1,20397.7775,21168.91,23564.445,"alpha-Linolenic acid metabolism ","Midgut","a","Lipid metabolism",2.28476571490761
"6",11441.615,20.8333333333333,685.218530244184,6,10249.75,12208.66,11217.725,11654.205,11771.53,"alpha-Linolenic acid metabolism ","Midgut","bc","Lipid metabolism",1.26203284351899
"72",22153.4816666667,47,4644.44601041466,6,15338.72,28621.58,19699.5375,22398.495,24622.41,"alpha-Linolenic acid metabolism ","Midgut","a","Lipid metabolism",2.44357299748585
"9",15473.025,23.1666666666667,9729.99134486306,6,11255.32,35331.92,11450.575,11572.95,11664.6575,"alpha-Linolenic acid metabolism ","Midgut","b","Lipid metabolism",1.70670536795639
"CK",9066.02,8,3242.61671454398,6,2713.21,11679.03,9161.2875,10284.645,10556.9775,"alpha-Linolenic acid metabolism ","Midgut","c","Lipid metabolism",1
"0",18564.9433333333,25.3333333333333,596.26456103534,6,17751.46,19191.57,18101.8925,18804.62,18928.46,"Biosynthesis of unsaturated fatty acids ","Midgut","bc","Lipid metabolism",1.12467866946846
"12",18739.9516666667,26.3333333333333,977.550327408603,6,17828.03,20486.38,18034.6525,18614.275,18945.0475,"Biosynthesis of unsaturated fatty acids ","Midgut","abc","Lipid metabolism",1.13528081006998
"24",22115.1183333333,15.3333333333333,16254.5135822496,6,10466.59,54835.99,15679.775,17126.51,17734.8125,"Biosynthesis of unsaturated fatty acids ","Midgut","c","Lipid metabolism",1.33975102512769
"3",18373.6683333333,25,1027.50021818814,6,16364.44,19191.36,18499.665,18560.88,18954.1125,"Biosynthesis of unsaturated fatty acids ","Midgut","bc","Lipid metabolism",1.1130910815809
"48",42492.775,46.8333333333333,12186.6024845578,6,20051.49,54729.64,40808.645,44667.73,49655.265,"Biosynthesis of unsaturated fatty acids ","Midgut","a","Lipid metabolism",2.57424527459852
"6",18088.89,22.3333333333333,1617.5513961788,6,15297.82,20122.44,17875.3875,18076.765,18882.6575,"Biosynthesis of unsaturated fatty acids ","Midgut","bc","Lipid metabolism",1.09583898922187
"72",44056.6683333333,41.3333333333333,19354.2037363653,6,15855.77,73689.43,36265.9,43180.28,51649.9275,"Biosynthesis of unsaturated fatty acids ","Midgut","ab","Lipid metabolism",2.668987145971
"9",21184.9716666667,23.8333333333333,7300.13395819396,6,17685.91,36018.39,17776.15,18050.61,19227.3875,"Biosynthesis of unsaturated fatty acids ","Midgut","bc","Lipid metabolism",1.28340201847067
"CK",16506.8866666667,21.1666666666667,6804.85875348979,6,4298.19,24011.65,15011.6,17997.1,20039.91,"Biosynthesis of unsaturated fatty acids ","Midgut","bc","Lipid metabolism",1
"0",336546.83,17.5,21113.6699389396,6,310095.14,361164.7,318418.5325,343160.88,349436.4425,"Purine metabolism ","Midgut","c","Nucleotide metabolism",1
"12",349257.586666667,21,26081.9014034244,6,317640,388099.77,332056.0425,346725.045,363573.225,"Purine metabolism ","Midgut","c","Nucleotide metabolism",1.03776816636979
"24",413501.998333333,21.6666666666667,241403.511514668,6,194633.05,883772.42,312358.0525,340199.285,399397.5525,"Purine metabolism ","Midgut","c","Nucleotide metabolism",1.22866109995252
"3",341359.66,19.3333333333333,15928.62419989,6,317828,359855.64,334161.1675,339437.08,354257.4925,"Purine metabolism ","Midgut","c","Nucleotide metabolism",1.014300624968
"48",645321.156666667,43.8333333333333,149828.780488271,6,352551.77,757349.74,649278.895,691404.185,730835.9925,"Purine metabolism ","Midgut","a","Nucleotide metabolism",1.91747804210982
"6",344364.55,17.3333333333333,58785.8636708567,6,283221.98,455202.17,319407.97,329362.75,347051.6425,"Purine metabolism ","Midgut","c","Nucleotide metabolism",1.02322921894703
"72",700285.695,46.6666666666667,83575.0324300709,6,610067.58,817616.19,640987.8275,677229.395,762305.5775,"Purine metabolism ","Midgut","a","Nucleotide metabolism",2.08079718058851
"9",446263.173333333,22.1666666666667,267749.40228162,6,315253.58,989837.8,323336.1275,329130.82,376898.7975,"Purine metabolism ","Midgut","bc","Nucleotide metabolism",1.32600617077075
"CK",492230.563333333,38,77250.1211863763,6,425623.15,594137.19,439311.5425,454121.24,556784.4975,"Purine metabolism ","Midgut","ab","Nucleotide metabolism",1.46259159039868
"0",230235.978333333,19.6666666666667,9085.97460036829,6,217955.7,238683.79,223175.4725,234170.23,236236.5825,"Pyrimidine metabolism ","Midgut","d","Nucleotide metabolism",1
"12",235327.088333333,20.1666666666667,17532.0227101854,6,220366.02,268262.02,223640.0425,233746.005,235114.82,"Pyrimidine metabolism ","Midgut","d","Nucleotide metabolism",1.02211257352936
"24",271074.458333333,21,153006.541857698,6,133185.19,572095.03,215619.17,229288.06,245967.6675,"Pyrimidine metabolism ","Midgut","cd","Nucleotide metabolism",1.17737662156726
"3",231606.34,22,5659.48164845509,6,225861.75,240145.14,226945.515,230766.35,235011.4975,"Pyrimidine metabolism ","Midgut","cd","Nucleotide metabolism",1.00595198750685
"48",380893.863333333,38.3333333333333,86393.893166485,6,214192.28,451646.04,379520.505,404108.955,431014.185,"Pyrimidine metabolism ","Midgut","abc","Nucleotide metabolism",1.65436291100377
"6",234351.94,17,35937.1131415644,6,199564.91,303981.81,221364.0325,224065.855,231493.8025,"Pyrimidine metabolism ","Midgut","d","Nucleotide metabolism",1.01787714368737
"72",425015.031666667,46.3333333333333,46915.4380466274,6,359852.38,482285.09,394385.89,426405.885,460172.765,"Pyrimidine metabolism ","Midgut","a","Nucleotide metabolism",1.84599746200976
"9",306039.715,22.8333333333333,188738.508305234,6,220527.94,690226.06,221956.8325,223134.125,249022.26,"Pyrimidine metabolism ","Midgut","bcd","Nucleotide metabolism",1.32924366215657
"CK",350474.306666667,40.1666666666667,77473.3792338298,6,282122.23,495630.64,304235.945,329183.895,360399.8875,"Pyrimidine metabolism ","Midgut","ab","Nucleotide metabolism",1.52223952660975
"0",280449.748333333,22.3333333333333,8237.82712208361,6,269012.56,287697.31,274146.2725,284032.625,286312.5675,"Cysteine and methionine metabolism ","Midgut","bc","Amino acid metabolism",1.00228938181944
"12",283058.448333333,20.8333333333333,14496.1522013898,6,269453.17,309388.27,273069.8125,282651.785,283910.34,"Cysteine and methionine metabolism ","Midgut","bc","Amino acid metabolism",1.01161252197517
"24",299311.56,16.5,140483.459725775,6,152711.4,569454.74,260042.9875,264677.635,280556.7925,"Cysteine and methionine metabolism ","Midgut","c","Amino acid metabolism",1.06969893974462
"3",280088.068333333,21.1666666666667,8498.72459755793,6,266197.58,290964.5,277007.385,280868.71,284648.6525,"Cysteine and methionine metabolism ","Midgut","bc","Amino acid metabolism",1.00099678653001
"48",413957.778333333,39.1666666666667,94956.8291294002,6,228763.6,490567.25,417367.15,439533.78,466410.935,"Cysteine and methionine metabolism ","Midgut","ab","Amino acid metabolism",1.47942898223578
"6",279809.158333333,20.3333333333333,30161.2433004307,6,241802.32,333789.34,271545.4575,273350.805,282551.205,"Cysteine and methionine metabolism ","Midgut","bc","Amino acid metabolism",1
"72",468952.303333333,47.8333333333333,55442.2190244829,6,394744.31,541648.74,430972.53,474328.955,502689.0925,"Cysteine and methionine metabolism ","Midgut","a","Amino acid metabolism",1.6759719593405
"9",311338.17,21.6666666666667,85941.5192310056,6,268100.9,484932.8,270572.635,271615.52,294058.335,"Cysteine and methionine metabolism ","Midgut","bc","Amino acid metabolism",1.11268041351637
"CK",331843.095,37.6666666666667,32189.4703418847,6,305667.81,395350.64,317466.5325,321419.57,328643.9875,"Cysteine and methionine metabolism ","Midgut","ab","Amino acid metabolism",1.18596223574884
"0",138343.188333333,22.5,3946.14322463044,6,133441.96,142907.53,135100.63,138992.06,141189.54,"Lysine biosynthesis ","Midgut","cd","Amino acid metabolism",1.0057586364067
"12",138409.238333333,20,6485.84718713421,6,132195.37,149977.12,133925.605,137292.445,139994.155,"Lysine biosynthesis ","Midgut","cd","Amino acid metabolism",1.00623882165279
"24",143546.033333333,16.8333333333333,67074.7517249522,6,67019.59,269386.76,123975.405,130296.84,139380.1425,"Lysine biosynthesis ","Midgut","d","Amino acid metabolism",1.04358345709847
"3",137551.081666667,21.5,3459.81822626807,6,132546.28,141537.18,135724.2225,137317.1,140375.95,"Lysine biosynthesis ","Midgut","cd","Amino acid metabolism",1
