"time","value","rank","std","r","Min","Max","Q25","Q50","Q75","funcs","tissue","sign","pathway","foldchange"
"12",100889.871666667,23.3333333333333,14519.4008342678,6,87403.53,127918.4,93023.7725,96233.77,103255.4325,"Fructose and mannose metabolism ","Midgut","bc","Carbohydrate metabolism",1.08835466577595
"24",122548.533333333,23,80259.5345108422,6,47855.71,277957.93,87226.8575,101923.685,117957.6275,"Fructose and mannose metabolism ","Midgut","bc","Carbohydrate metabolism",1.32199858949171
"3",94428.915,20,4628.06471597253,6,88100.32,101768.59,92330.22,93900.205,96298.01,"Fructose and mannose metabolism ","Midgut","c","Carbohydrate metabolism",1.01865676431786
"48",139078.17,38.1666666666667,28221.6987851603,6,82341.5,158715.59,145807.88,147506.135,151744.9325,"Fructose and mannose metabolism ","Midgut","ab","Carbohydrate metabolism",1.50031289292532
"6",95705.12,17.5,16438.1305143085,6,78181.18,126257.33,87867.0425,92385.215,97091.9,"Fructose and mannose metabolism ","Midgut","c","Carbohydrate metabolism",1.03242389121862
"72",148557.213333333,43.8333333333333,11280.965323444,6,132152.52,166822.55,144691.055,148832.595,150752.5075,"Fructose and mannose metabolism ","Midgut","a","Carbohydrate metabolism",1.60256855911361
"9",125669.103333333,22,79436.0948892637,6,86611.24,286994.83,89634.065,91098.06,104574.2875,"Fructose and mannose metabolism ","Midgut","bc","Carbohydrate metabolism",1.35566189843715
"CK",157808.583333333,42.6666666666667,48007.1531913209,6,116265.29,251077.76,132841.185,146445.675,155344.4775,"Fructose and mannose metabolism ","Midgut","a","Carbohydrate metabolism",1.70236818754
"0",63371.665,19.6666666666667,3588.7333508621,6,59218.53,67917.07,60201.94,63779.81,65839.0425,"Galactose metabolism ","Midgut","c","Carbohydrate metabolism",1.0129103112024
"12",64847.415,20.8333333333333,6549.05909973257,6,59344.41,76987.73,60276.4825,63416.07,65871.71,"Galactose metabolism ","Midgut","c","Carbohydrate metabolism",1.03649817798414
"24",87498.6066666667,25,54506.7733944627,6,43753.84,193854.27,59312.6175,69670.735,86554.295,"Galactose metabolism ","Midgut","bc","Carbohydrate metabolism",1.39854682543862
"3",62563.945,20.3333333333333,1970.46156948821,6,60232.74,65197.2,61020.405,62478.65,63966.2425,"Galactose metabolism ","Midgut","c","Carbohydrate metabolism",1
"48",80722.0266666667,34.3333333333333,13065.8936457215,6,56362.89,92762.57,80118.25,82102.465,89184.31,"Galactose metabolism ","Midgut","abc","Carbohydrate metabolism",1.29023236413028
"6",64651.9583333333,17,11303.1075720643,6,57612.77,87437.75,59290.98,60484.32,62370.6225,"Galactose metabolism ","Midgut","c","Carbohydrate metabolism",1.03337406765723
"72",91950.54,40.8333333333333,18969.0441122456,6,76183.93,125135.75,79238.7075,84283.45,99265.5125,"Galactose metabolism ","Midgut","ab","Carbohydrate metabolism",1.46970495546596
"9",98772.1066666667,23.1666666666667,87590.8017482326,6,59406.81,277230.23,60009.8775,61296.73,70690.0925,"Galactose metabolism ","Midgut","bc","Carbohydrate metabolism",1.57873846776553
"CK",110484.416666667,46.3333333333333,33187.2655468146,6,83261.57,174331.79,90617.6675,102771.54,110595.6475,"Galactose metabolism ","Midgut","a","Carbohydrate metabolism",1.76594389414968
"0",105033.476666667,18.8333333333333,6505.81522251798,6,96973.31,112656.53,99396.185,106942.27,109089.81,"Starch and sucrose metabolism ","Midgut","c","Carbohydrate metabolism",1.00368529740491
"12",112305.271666667,21.6666666666667,20766.9901564386,6,98724.67,153733.81,101225.98,104960.815,109843.0675,"Starch and sucrose metabolism ","Midgut","c","Carbohydrate metabolism",1.07317355923219
"24",166728.928333333,24.6666666666667,132625.491934358,6,86762.43,433120.08,99068.24,115556.395,145743.66,"Starch and sucrose metabolism ","Midgut","bc","Carbohydrate metabolism",1.59323845435797
"3",104647.818333333,19.8333333333333,2321.48276711603,6,102935.04,108662.95,103168.265,103447.77,105600.655,"Starch and sucrose metabolism ","Midgut","c","Carbohydrate metabolism",1
"48",142148.968333333,39.1666666666667,19092.1195505763,6,110908.58,166167.46,135060.6825,144023.11,152779.535,"Starch and sucrose metabolism ","Midgut","ab","Carbohydrate metabolism",1.35835577460916
"6",106121.843333333,16.3333333333333,11652.0776101495,6,98565.16,129011.37,100018.565,100792.89,106054.4425,"Starch and sucrose metabolism ","Midgut","c","Carbohydrate metabolism",1.01408557792676
"72",182539.343333333,42.6666666666667,80928.5413287348,6,108140.8,340641.7,149644.2175,162008.14,173187.8125,"Starch and sucrose metabolism ","Midgut","a","Carbohydrate metabolism",1.74432058155186
"9",169935.966666667,20.8333333333333,162049.681404336,6,96806.99,500294.15,99492.0275,101718.155,115675.8125,"Starch and sucrose metabolism ","Midgut","c","Carbohydrate metabolism",1.62388446671073
"CK",215544.415,43.5,129007.730443345,6,121461.42,466751.2,139526.0025,171921.835,217342.565,"Starch and sucrose metabolism ","Midgut","a","Carbohydrate metabolism",2.05971245681806
"0",17685.7516666667,22.6666666666667,470.026615817304,6,17213.11,18149.48,17258.0125,17692.235,18113.6925,"Secondary bile acid biosynthesis ","Midgut","cd","Lipid metabolism",1.04676402772865
"12",17515.025,18.6666666666667,554.566537928501,6,16838.49,18157.85,17075.4025,17563.695,17931.26,"Secondary bile acid biosynthesis ","Midgut","d","Lipid metabolism",1.0366592531842
"24",16895.6433333333,15.3333333333333,6086.04940311091,6,9103.05,27418.88,14148.9725,16731.175,17758.8,"Secondary bile acid biosynthesis ","Midgut","d","Lipid metabolism",1
"3",17556.875,20.8333333333333,555.392288990406,6,16798.83,18301.85,17271.2075,17457.605,17951.615,"Secondary bile acid biosynthesis ","Midgut","d","Lipid metabolism",1.03913622308552
"48",26143.1833333333,40.3333333333333,7545.34810424984,6,12270.57,33748.01,25215.4875,27350.76,30564.1425,"Secondary bile acid biosynthesis ","Midgut","ab","Lipid metabolism",1.54733281340969
"6",17955.53,20.1666666666667,2621.94209827754,6,15097.07,22940.19,17148.175,17452.34,17671.425,"Secondary bile acid biosynthesis ","Midgut","d","Lipid metabolism",1.0627313589519
"72",28011.495,45.8333333333333,6565.78064845529,6,22480.16,39119.4,22920.485,25982.63,30948.9425,"Secondary bile acid biosynthesis ","Midgut","a","Lipid metabolism",1.65791230599289
"9",22824.5216666667,24.8333333333333,13079.0396834438,6,16447.85,49474.3,17277.42,17464.335,18526.98,"Secondary bile acid biosynthesis ","Midgut","bcd","Lipid metabolism",1.35091166499924
"CK",22144.4383333333,38.8333333333333,3297.31221851627,6,19873.8,28757.06,20637.485,20967.86,21571.4825,"Secondary bile acid biosynthesis ","Midgut","abc","Lipid metabolism",1.3106596710434
"0",78408.5,18,4948.07937220494,6,72486.53,84499.19,74057.16,79515.64,81526.16,"Glycerolipid metabolism ","Midgut","b","Lipid metabolism",1
"12",80961.1783333333,21.8333333333333,5314.11714776186,6,74160.08,87251.82,77610.6075,80148.135,85507.635,"Glycerolipid metabolism ","Midgut","b","Lipid metabolism",1.03255614293518
"24",91286.75,20.3333333333333,45573.1272184212,6,45825.91,178276.92,73448.61,77488.64,91776.0025,"Glycerolipid metabolism ","Midgut","b","Lipid metabolism",1.16424558561891
"3",79253.285,20.1666666666667,3438.37692571219,6,74298.44,84351.96,77646.855,79121.635,80883.4925,"Glycerolipid metabolism ","Midgut","b","Lipid metabolism",1.01077415076172
"48",155360.376666667,41.6666666666667,39432.6268133553,6,77464.53,183367.51,158358.0225,168603.02,176536.6225,"Glycerolipid metabolism ","Midgut","a","Lipid metabolism",1.9814226348759
"6",79840.7033333333,17.8333333333333,11706.4555360804,6,67072.19,101433.76,74387.1225,77413.245,81103.335,"Glycerolipid metabolism ","Midgut","b","Lipid metabolism",1.01826591929872
"72",174983.321666667,47.6666666666667,19658.6501074335,6,148700.21,204129.23,162284.3175,177209.62,183308.93,"Glycerolipid metabolism ","Midgut","a","Lipid metabolism",2.23168816731179
"9",96587.8483333333,21.5,45432.7334593945,6,73516.07,188620.72,75794.0325,76231.165,86017.5275,"Glycerolipid metabolism ","Midgut","b","Lipid metabolism",1.23185430576192
"CK",115966.293333333,38.5,24047.0980792383,6,93303.55,159882.39,102454.9875,108047.72,121456.1575,"Glycerolipid metabolism ","Midgut","a","Lipid metabolism",1.47900155382814
"0",429.758333333333,23.3333333333333,264.760437257281,6,116.17,737.43,210.51,432.265,650.9375,"N-Glycan biosynthesis ","Midgut","bcd","Glycan biosynthesis and metabolism",1.61889903188136
"12",300.333333333333,20.8333333333333,152.885839196005,6,168.66,598.17,223.13,262.995,290.2525,"N-Glycan biosynthesis ","Midgut","d","Glycan biosynthesis and metabolism",1.13135524052286
"24",510.446666666667,22.1666666666667,547.134569613972,6,118.5,1346.03,140.975,201.7,855.9375,"N-Glycan biosynthesis ","Midgut","cd","Glycan biosynthesis and metabolism",1.92285186905913
"3",387.043333333333,24,193.593515352831,6,123,701.08,301.325,374.02,448.29,"N-Glycan biosynthesis ","Midgut","bcd","Glycan biosynthesis and metabolism",1.4579916874898
"48",1271.43,46,314.810778150939,6,1045.99,1728.85,1067.2875,1085.19,1487.8275,"N-Glycan biosynthesis ","Midgut","a","Glycan biosynthesis and metabolism",4.78947500596441
"6",355.62,19,375.340765758264,6,140.8,1102.34,148.305,191.165,328.465,"N-Glycan biosynthesis ","Midgut","d","Glycan biosynthesis and metabolism",1.33962003540979
"72",1137.705,40.1666666666667,789.809319184067,6,466.33,2657.33,729.6,873.75,1173.5775,"N-Glycan biosynthesis ","Midgut","ab","Glycan biosynthesis and metabolism",4.28573312070719
"9",265.463333333333,13.1666666666667,307.74840572563,6,80.66,884.8,101.1375,168,201.3525,"N-Glycan biosynthesis ","Midgut","d","Glycan biosynthesis and metabolism",1
"CK",1003.95333333333,38.8333333333333,594.413174506308,6,208.53,1635.16,567.165,1078.5,1489.3575,"N-Glycan biosynthesis ","Midgut","abc","Glycan biosynthesis and metabolism",3.78189078215447
"0",150.136666666667,19.1666666666667,88.7285520374736,6,37.75,254.6,77.415,167.545,211.3925,"Various types of N-glycan biosynthesis ","Midgut","c","Glycan biosynthesis and metabolism",1.17551414552667
"12",320.971666666667,22.8333333333333,449.140811212549,6,82.61,1224.96,92.7575,125.095,245.8425,"Various types of N-glycan biosynthesis ","Midgut","bc","Glycan biosynthesis and metabolism",2.51308852698612
"24",5805.16666666667,30.1666666666667,11276.1273430831,6,54,28411.82,90.365,388.175,4295.345,"Various types of N-glycan biosynthesis ","Midgut","abc","Glycan biosynthesis and metabolism",45.452291470926
"3",127.72,18,60.9820406349279,6,37.18,225.63,110.23,127.11,140.2925,"Various types of N-glycan biosynthesis ","Midgut","c","Glycan biosynthesis and metabolism",1
"48",1322.01666666667,45,871.867551814303,6,743.29,2885.95,799.0875,834.475,1593.5825,"Various types of N-glycan biosynthesis ","Midgut","a","Glycan biosynthesis and metabolism",10.3508977972648
"6",140.845,17,114.157018312498,6,51.89,365.39,81.425,105.35,134.0675,"Various types of N-glycan biosynthesis ","Midgut","c","Glycan biosynthesis and metabolism",1.10276385844034
"72",837.735,38.6666666666667,719.612574897076,6,213.32,2215.77,435.8625,642.635,869.4925,"Various types of N-glycan biosynthesis ","Midgut","ab","Glycan biosynthesis and metabolism",6.55915283432509
"9",4440.10666666667,17.5,10653.1693454702,6,36.51,26185.24,41.4825,71.285,201.4,"Various types of N-glycan biosynthesis ","Midgut","c","Glycan biosynthesis and metabolism",34.7643804154922
"CK",678.746666666667,39.1666666666667,451.918958826322,6,332.49,1284.38,388.915,418.235,1034.5575,"Various types of N-glycan biosynthesis ","Midgut","ab","Glycan biosynthesis and metabolism",5.31433343772836
"0",255.078333333333,17,148.510240780448,6,61.25,384.12,128.285,309.2,376.34,"Glycosphingolipid biosynthesis - globo and isoglobo series ","Midgut","c","Glycan biosynthesis and metabolism",1
"12",419.738333333333,21.8333333333333,468.236650227923,6,136.29,1356.62,169.2575,237.665,362.2175,"Glycosphingolipid biosynthesis - globo and isoglobo series ","Midgut","bc","Glycan biosynthesis and metabolism",1.64552719099362
"24",10014.8416666667,31.6666666666667,19887.8381252648,6,103.01,50198.19,186.7775,1074.74,6079.37,"Glycosphingolipid biosynthesis - globo and isoglobo series ","Midgut","abc","Glycan biosynthesis and metabolism",39.2618280658883
"3",265.026666666667,18.3333333333333,161.906990913508,6,84.76,533.57,183.285,209.01,336.5775,"Glycosphingolipid biosynthesis - globo and isoglobo series ","Midgut","c","Glycan biosynthesis and metabolism",1.03900109116807
"48",1734.01166666667,41.5,1165.83225713508,6,1015.74,3852.48,1029.485,1072.65,2049.7525,"Glycosphingolipid biosynthesis - globo and isoglobo series ","Midgut","a","Glycan biosynthesis and metabolism",6.79795749018275
"6",470.323333333333,19.5,708.61352517904,6,90.63,1909.96,167.6775,175.775,272.56,"Glycosphingolipid biosynthesis - globo and isoglobo series ","Midgut","bc","Glycan biosynthesis and metabolism",1.84383882075441
"72",1192.17166666667,37.1666666666667,816.004769481568,6,491.57,2770.1,757.9325,961.54,1199.0475,"Glycosphingolipid biosynthesis - globo and isoglobo series ","Midgut","ab","Glycan biosynthesis and metabolism",4.67374728024724
"9",4572.41333333333,18.3333333333333,10647.2619853682,6,74.73,26300.81,106.2525,133.235,554.7175,"Glycosphingolipid biosynthesis - globo and isoglobo series ","Midgut","c","Glycan biosynthesis and metabolism",17.9255261455631
"CK",2043.85166666667,42.1666666666667,1570.67988583819,6,859.88,4959.13,1018.59,1429.42,2385.065,"Glycosphingolipid biosynthesis - globo and isoglobo series ","Midgut","a","Glycan biosynthesis and metabolism",8.0126431749724
"0",149.081666666667,19.1666666666667,87.3475520931564,6,37.75,249.6,77.415,167.545,210.395,"Glycosphingolipid biosynthesis - ganglio series ","Midgut","c","Glycan biosynthesis and metabolism",1.17184142954462
"12",320.805,22.8333333333333,449.226672883523,6,82.61,1224.96,92.7575,124.595,245.5925,"Glycosphingolipid biosynthesis - ganglio series ","Midgut","bc","Glycan biosynthesis and metabolism",2.52165540009432
"24",5805.16666666667,30.1666666666667,11276.1273430831,6,54,28411.82,90.365,388.175,4295.345,"Glycosphingolipid biosynthesis - ganglio series ","Midgut","abc","Glycan biosynthesis and metabolism",45.630928051145
"3",127.22,18,60.8614735280046,6,37.18,225.13,109.48,126.695,139.5825,"Glycosphingolipid biosynthesis - ganglio series ","Midgut","c","Glycan biosynthesis and metabolism",1
"48",1321.90666666667,45,871.79298555716,6,742.96,2885.62,799.0875,834.475,1593.5825,"Glycosphingolipid biosynthesis - ganglio series ","Midgut","a","Glycan biosynthesis and metabolism",10.3907142482838
"6",139.68,17,112.053113477493,6,51.89,359.72,80.6825,105.185,133.985,"Glycosphingolipid biosynthesis - ganglio series ","Midgut","c","Glycan biosynthesis and metabolism",1.09794057538123
"72",836.35,38.6666666666667,719.259964797152,6,210.66,2213.27,435.325,641.555,868.7475,"Glycosphingolipid biosynthesis - ganglio series ","Midgut","ab","Glycan biosynthesis and metabolism",6.57404496148404
"9",4440.05166666667,17.5,10653.1966280632,6,36.18,26185.24,41.4825,71.285,201.4,"Glycosphingolipid biosynthesis - ganglio series ","Midgut","c","Glycan biosynthesis and metabolism",34.9005790494157
"CK",675.691666666667,39.1666666666667,448.464600494472,6,331.49,1270.55,387.04,418.235,1033.8075,"Glycosphingolipid biosynthesis - ganglio series ","Midgut","ab","Glycan biosynthesis and metabolism",5.31120630928051
"0",827.865,19.1666666666667,450.857243603782,6,228.34,1303.11,464.7025,973.53,1138.5725,"Other glycan degradation ","Midgut","bc","Glycan biosynthesis and metabolism",1.27321732042478
"12",1047.83,19.5,997.423823276745,6,267.29,2785.7,423.7325,561.61,1440.15,"Other glycan degradation ","Midgut","bc","Glycan biosynthesis and metabolism",1.61151311489277
"24",13952.2466666667,32.1666666666667,22669.2767634353,6,270.74,57399.23,721.1875,2401.735,16409.71,"Other glycan degradation ","Midgut","abc","Glycan biosynthesis and metabolism",21.4578972596244
"3",650.215,17.5,233.649558163503,6,292.05,959.64,541.79,658.025,787.385,"Other glycan degradation ","Midgut","c","Glycan biosynthesis and metabolism",1
"48",6598.645,45.6666666666667,2018.21955563561,6,4921.25,9592.45,5101.1575,5718.41,7989.06,"Other glycan degradation ","Midgut","a","Glycan biosynthesis and metabolism",10.1484047584261
"6",678.498333333333,16.8333333333333,479.816029220228,6,275.74,1587.98,384.385,548.795,722.2725,"Other glycan degradation ","Midgut","c","Glycan biosynthesis and metabolism",1.04349843256974
"72",5830.29,43.1666666666667,3593.64023326765,6,2392.36,11832.88,3107.04,5232.575,7227.76,"Other glycan degradation ","Midgut","a","Glycan biosynthesis and metabolism",8.96671101097329
"9",9179.10833333333,18.1666666666667,21195.97712315,6,189.5,52435.88,252.7225,416.71,1167.52,"Other glycan degradation ","Midgut","c","Glycan biosynthesis and metabolism",14.1170356471834
"CK",2779.26833333333,35.3333333333333,1938.37575299957,6,1086.17,5758.59,1583.435,1811.53,3978.1725,"Other glycan degradation ","Midgut","ab","Glycan biosynthesis and metabolism",4.27438360132161
