Enzyme_ID	CKmc1	CKmc2	CKmc3	CKmc4	CKmc5	CKmc6	0hmc1	0hmc2	0hmc3	0hmc4	0hmc5	0hmc7	12hmc1	12hmc2	12hmc3	12hmc4	12hmc5	12hmc6	48hmc1	48hmc2	48hmc3	48hmc4	48hmc5	48hmc6
E537	19	55	38	57	20	57	17	18	11	24	10	49	12	0	19	5	8	11	10	17	25	31	20	16
E538	14	27	29	31	18	38	0	0	4	2	0	39	1	0	0	6	3	2	4	2	8	9	19	4
E539	5	1	2	1	0	1	0	3	0	0	0	3	0	0	0	0	3	0	2	4	1	3	2	1
E540	4	1	2	3	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
E541	9	10	5	4	1	10	1	10	0	2	0	10	1	0	2	0	0	2	6	0	6	13	0	1
E542	3	7	15	2	2	5	2	3	0	0	1	4	0	2	3	4	2	0	0	0	0	0	0	1
E543	9	28	31	20	12	19	1	0	2	4	0	26	3	0	0	7	0	2	13	10	6	8	12	14
E544	2	5	8	8	0	5	0	13	0	1	0	10	0	0	0	0	6	0	5	3	0	17	0	0
E545	22	37	37	24	7	31	5	5	3	8	5	22	1	13	8	16	13	12	8	17	9	18	10	6
E546	25	36	33	17	11	21	5	10	19	5	11	25	6	0	10	7	3	13	16	4	12	25	7	7
E547	9	37	33	19	9	20	9	9	3	16	11	25	2	0	7	7	6	12	13	21	14	9	9	9
E548	23	27	59	41	7	48	2	3	9	12	1	34	2	0	1	5	8	4	22	8	7	21	9	9
E549	12	21	36	14	18	21	4	0	10	0	0	27	6	0	5	0	1	0	21	17	14	11	8	8
E550	9	37	33	19	9	20	9	9	3	16	11	25	2	0	7	7	6	12	13	21	14	9	9	9
E551	2	4	9	3	4	5	4	9	1	12	7	6	1	1	2	5	2	5	0	0	0	0	4	0
E552	2	2	0	2	1	4	0	0	2	0	0	4	0	0	0	0	0	0	0	0	2	0	0	0
E553	5	20	6	11	1	9	2	4	0	0	3	19	2	2	5	2	1	4	0	0	2	0	8	0
E554	4	15	16	6	4	18	1	6	5	2	3	9	9	8	3	6	7	4	14	7	11	10	17	3
E555	8	12	15	5	4	13	9	9	3	6	9	12	6	2	7	9	15	5	10	17	11	18	11	7
E556	8	11	4	2	5	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
E557	5	9	17	10	5	18	12	2	1	3	4	13	4	1	6	5	4	4	8	6	1	2	1	3
E558	73	126	158	89	45	181	25	35	8	2	23	175	24	12	41	25	45	34	56	77	74	75	85	56
E559	2	2	6	4	0	1	0	0	1	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
E560	5	2	14	5	0	11	0	0	1	0	0	7	0	0	0	1	0	0	0	0	0	0	0	0
E561	3	3	10	1	0	12	0	0	0	0	0	5	0	0	0	0	1	0	2	7	1	4	10	2
E562	24	17	32	23	15	22	6	10	3	8	7	21	2	0	5	4	2	3	9	8	19	15	3	6
E563	26	53	51	36	13	49	26	25	4	2	7	67	2	15	25	26	7	18	25	19	29	33	13	17
E564	17	39	58	20	8	32	16	26	8	20	21	19	7	4	10	31	9	25	12	19	11	20	16	19
E565	15	10	9	5	12	10	0	0	2	4	6	22	2	0	0	3	6	1	5	7	8	10	10	9
E566	18	26	20	21	12	28	3	4	3	2	3	29	1	0	3	2	3	5	11	15	7	18	8	5
E567	6	12	42	29	3	22	11	10	3	9	11	51	3	6	15	11	7	17	19	17	8	16	28	15
E568	5	13	19	10	6	13	1	0	5	6	0	9	5	0	4	1	3	2	6	4	1	4	1	4
E569	2	1	0	6	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
E570	3	0	2	3	0	3	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
E571	50	68	78	53	18	69	23	20	17	6	20	81	13	10	20	20	16	27	49	29	35	45	38	19
E572	2	11	16	6	5	11	0	1	0	0	0	27	0	0	0	3	2	1	11	10	21	11	12	5
E573	20	26	47	32	7	34	8	19	16	12	13	53	9	3	12	9	13	19	30	13	18	19	15	7
E574	17	39	58	20	8	32	16	26	8	20	21	19	7	4	10	31	9	25	12	19	11	20	16	19
E575	1	6	2	4	1	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
E576	1	6	2	4	1	3	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
E577	5	8	9	6	5	7	1	4	8	0	4	9	2	0	10	4	3	1	2	3	3	13	2	3
E578	2	4	1	3	0	4	2	5	0	0	4	1	0	0	2	6	1	8	0	0	0	0	0	0
E579	5	7	7	5	0	4	0	0	0	0	0	15	0	0	0	0	0	0	9	1	2	5	1	1
E580	15	24	11	11	12	8	6	3	2	9	5	20	1	1	1	1	5	3	5	5	7	5	12	10
E581	1	1	7	1	1	2	0	0	0	6	0	5	0	0	0	0	0	0	1	0	0	0	0	0
E582	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E583	3	5	20	5	6	8	9	5	29	0	3	8	0	6	7	3	1	5	4	2	1	4	1	3
E584	15	22	11	23	2	28	4	0	2	8	0	24	1	0	1	3	1	1	14	8	9	9	12	7
E585	3	4	2	2	3	3	0	1	0	0	0	2	0	0	0	0	0	0	6	1	3	6	2	2
E586	23	45	107	39	39	41	7	15	29	27	10	59	7	43	26	23	12	23	31	18	22	21	25	25
E587	3	3	3	6	2	1	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
E588	13	32	44	36	16	57	14	18	0	1	32	81	10	3	38	19	15	24	16	14	27	15	19	11
E589	29	32	27	27	17	21	6	1	2	11	3	44	1	0	3	17	17	3	8	5	14	18	10	10
E590	9	26	28	17	16	21	7	20	3	14	1	22	17	0	1	7	12	9	3	20	6	10	14	14
E591	6	19	14	10	4	12	4	6	2	10	3	24	2	0	1	9	3	8	3	2	7	5	12	13
E592	4	13	17	4	7	9	3	3	2	1	0	17	4	0	0	6	11	2	10	17	6	11	12	3
E593	17	32	51	26	9	28	3	0	13	13	0	47	5	0	0	12	7	4	11	20	11	20	21	10
E594	3	13	11	5	9	9	4	8	8	15	6	13	3	1	18	3	14	9	3	4	2	7	4	2
E595	21	56	73	36	34	64	9	14	10	11	21	67	13	1	16	21	29	34	26	23	19	33	17	18
E596	13	11	14	11	14	17	0	0	0	0	0	18	0	0	0	0	7	0	18	12	5	7	7	4
E597	8	16	3	3	0	13	2	2	0	0	0	21	0	0	1	1	3	0	3	2	7	9	2	4
E598	21	38	80	25	10	70	7	12	2	5	7	55	6	25	14	8	20	8	30	39	38	39	42	19
E599	4	7	4	6	2	13	6	1	1	1	5	14	6	0	6	4	5	3	9	1	1	0	0	2
E600	3	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
E601	19	18	27	29	8	24	13	5	2	8	5	24	2	3	9	3	3	3	9	7	7	7	20	6
E602	27	59	33	25	13	32	13	12	2	5	7	80	4	0	3	10	19	7	15	16	13	10	12	17
E603	11	23	6	9	3	10	0	4	2	1	1	17	1	0	9	1	6	1	10	10	4	8	16	4
E604	28	36	57	50	17	54	5	17	16	5	3	51	3	3	11	7	19	3	22	29	21	16	24	11
E605	31	38	47	49	19	52	6	2	5	0	3	60	5	0	1	5	7	11	24	11	23	30	15	15
E606	9	19	15	9	8	10	9	10	4	4	3	15	6	0	7	3	10	3	12	8	19	5	23	8
E607	4	3	4	1	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0
E608	1	0	4	6	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
E609	17	17	28	20	2	19	8	3	9	4	2	34	5	0	2	8	17	1	13	17	7	12	5	5
E610	3	3	20	3	2	3	1	4	0	0	1	12	4	0	2	1	1	0	4	3	5	7	2	6
E611	5	16	7	13	2	17	0	4	0	0	0	23	0	0	0	0	0	0	24	0	0	3	0	0
E612	16	33	38	29	8	22	3	7	8	14	11	46	8	0	12	10	13	10	12	10	21	30	24	12
E613	6	5	24	30	3	47	0	0	0	0	0	28	0	0	0	0	0	0	0	4	0	0	0	0
E614	8	12	17	13	0	18	0	0	2	0	0	20	0	0	0	0	0	0	1	3	4	5	6	3
E615	11	3	3	4	3	4	2	1	10	1	1	3	1	0	0	5	1	2	0	0	1	3	0	0
E616	2	25	23	17	4	37	7	15	1	1	3	17	10	0	5	9	9	16	6	5	1	11	11	10
E617	7	2	0	9	2	7	0	4	0	0	0	8	0	0	0	0	0	0	1	0	0	0	0	0
E618	2	5	0	2	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
E619	8	7	9	28	1	9	2	0	1	11	2	16	2	7	0	4	3	2	9	9	3	19	14	16
E620	29	20	41	18	21	21	4	0	4	9	1	27	1	0	0	4	5	3	6	8	9	10	13	6
E621	14	42	46	38	18	38	7	7	13	7	4	51	1	0	4	8	7	4	24	12	16	16	17	9
E622	13	21	24	13	5	23	2	0	5	0	0	22	5	0	0	4	1	1	22	15	16	20	6	18
E623	9	8	24	15	0	28	0	0	1	0	0	31	0	0	0	0	0	0	0	0	0	0	0	1
E624	22	22	47	24	15	37	17	10	5	11	7	31	4	0	7	11	10	7	13	12	16	12	11	10
E625	25	9	20	18	3	15	4	12	1	0	13	24	1	0	12	10	3	12	1	2	5	2	2	2
E626	31	38	47	49	19	52	6	2	5	0	3	60	5	0	1	5	7	11	24	11	23	30	15	15
E627	4	17	40	9	2	30	5	11	1	0	3	17	7	0	1	4	5	4	22	8	11	27	15	7
E628	30	42	47	43	7	37	18	8	4	2	8	58	5	0	1	7	11	20	12	19	16	15	16	10
E629	40	56	64	51	16	60	15	60	3	36	18	69	18	13	20	25	32	16	55	37	31	57	47	18
E630	3	1	3	4	1	5	0	3	0	0	5	4	0	0	3	2	2	0	2	2	13	2	1	3
E631	10	12	5	8	5	22	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	1	5	0
E632	21	28	41	28	18	40	4	12	6	0	6	48	7	7	3	8	23	11	14	10	12	16	12	5
E633	19	73	48	48	16	59	18	16	9	9	8	61	7	3	10	11	16	16	31	40	23	30	23	13
E634	23	22	28	8	20	18	3	4	7	1	8	14	6	0	2	5	11	12	4	12	11	10	14	6
E635	15	18	27	14	12	32	3	2	1	4	9	19	2	9	6	6	4	14	14	7	12	16	7	9
E636	14	51	52	40	15	46	2	13	10	4	2	61	7	0	3	8	6	9	28	24	15	23	34	18
E637	11	13	36	14	9	14	8	6	1	0	14	14	0	9	6	6	2	2	17	13	4	13	9	15
E638	8	15	27	31	18	30	5	0	2	9	3	14	6	0	0	4	12	2	4	14	4	16	4	7
E639	10	3	13	5	1	13	3	1	0	0	7	6	2	0	14	5	3	7	3	2	4	2	9	4
E640	17	17	16	18	12	23	3	7	9	9	9	27	5	1	1	5	6	4	6	4	5	16	4	3
E641	10	11	9	9	1	6	7	4	1	1	4	15	2	0	1	6	3	2	6	2	4	5	3	2
E642	17	20	46	32	9	23	3	0	1	0	0	42	1	0	0	0	6	0	1	1	7	4	14	1
E643	4	5	5	1	0	6	0	0	0	0	0	6	0	0	0	0	10	0	2	1	1	7	4	1
E644	6	24	38	32	19	33	11	14	2	4	20	23	12	0	15	19	8	13	14	20	24	21	24	19
E645	29	32	77	47	18	53	6	19	22	1	4	76	13	6	4	12	4	9	45	21	24	28	35	32
E646	6	8	19	16	11	21	0	0	7	8	0	27	5	0	1	7	4	1	2	3	4	6	5	2
E647	12	24	23	35	5	48	11	3	7	1	2	58	3	0	2	10	3	4	17	19	13	16	17	6
E648	2	4	3	5	0	4	0	0	0	0	0	11	0	0	0	0	0	0	6	0	1	1	0	0
E649	21	46	26	24	16	35	14	17	1	15	3	44	1	0	3	8	8	11	31	22	13	41	25	6
E650	23	30	43	28	17	34	8	15	17	3	14	58	12	0	8	6	17	20	28	11	10	12	13	11
E651	13	48	15	48	13	30	16	19	3	5	8	32	3	3	5	11	10	7	22	12	10	22	14	6
E652	10	32	26	44	7	46	6	6	3	6	12	72	3	1	13	18	6	8	13	23	20	27	9	22
E653	14	72	47	49	19	55	14	14	3	19	21	71	3	0	10	7	15	15	14	27	20	21	29	12
E654	15	15	53	30	14	37	4	3	4	3	1	25	2	4	3	5	8	9	21	12	4	20	11	19
E655	16	28	13	22	6	22	5	1	2	2	3	30	9	0	2	2	12	7	10	9	11	18	8	5
E656	10	25	35	25	3	45	3	1	9	9	6	48	1	0	2	4	7	1	10	8	5	12	18	11
E657	17	24	23	30	21	50	0	0	10	3	0	49	1	0	0	1	9	3	12	9	17	14	8	10
E658	36	64	58	61	41	79	17	7	20	9	17	87	8	17	6	6	16	17	19	30	15	32	20	8
E659	16	32	47	25	15	18	9	8	3	14	1	23	8	6	12	7	9	1	6	6	11	16	16	14
E660	16	32	47	25	15	18	9	8	3	14	1	23	8	6	12	7	9	1	6	6	11	16	16	14
E661	9	13	43	26	7	19	4	6	13	14	7	29	2	3	2	13	8	4	14	6	6	20	11	15
E662	16	32	47	25	15	18	9	8	3	14	1	23	8	6	12	7	9	1	6	6	11	16	16	14
E663	16	32	47	25	15	18	9	8	3	14	1	23	8	6	12	7	9	1	6	6	11	16	16	14
E664	35	36	45	30	14	52	6	7	5	11	4	48	3	0	5	9	15	15	27	18	28	34	20	43
E665	14	54	36	35	6	47	14	7	6	12	11	48	6	8	24	11	6	8	25	31	23	11	19	17
E666	46	144	150	52	48	76	41	30	6	26	31	94	7	26	47	52	21	28	35	54	26	61	53	32
E667	13	26	40	32	12	43	7	21	2	13	6	50	13	0	8	14	5	12	15	13	18	14	12	10
E668	27	25	27	20	4	32	6	1	1	1	0	45	3	0	2	5	5	1	6	13	6	15	9	5
E669	19	35	47	23	28	45	5	5	7	5	2	43	4	1	0	7	7	4	14	7	9	27	17	13
E670	21	28	53	36	15	34	12	9	22	5	13	45	4	0	6	9	13	17	10	4	3	20	16	13
E671	5	18	13	26	1	19	6	1	0	0	2	10	0	0	1	7	1	1	0	0	1	0	0	0
E672	14	28	32	19	19	18	9	11	7	4	4	25	2	0	1	11	7	4	6	4	9	10	10	18
E673	44	99	113	57	58	89	28	35	6	19	37	136	14	5	35	26	33	28	42	24	25	26	31	21
E674	15	56	50	67	33	42	6	13	11	9	3	59	11	15	13	14	8	19	26	22	23	37	24	24
E675	135	183	313	102	102	224	51	71	44	37	58	270	34	18	71	63	63	71	122	108	113	152	131	126
E676	7	10	13	12	2	5	2	3	2	0	1	19	0	0	8	3	1	1	0	0	0	0	0	0
E677	7	30	22	15	4	19	1	3	2	18	0	20	3	0	1	8	7	10	8	10	5	6	12	7
E678	18	30	30	18	24	35	3	6	2	4	9	53	2	12	7	3	11	7	13	11	15	16	6	12
E679	14	18	22	7	8	13	16	12	1	6	8	29	4	8	9	8	16	15	1	7	1	6	4	1
E680	28	53	64	33	30	64	38	21	9	4	20	83	13	23	43	19	26	21	26	24	24	42	16	22
E681	10	40	61	45	11	45	14	11	3	2	3	38	7	0	18	11	21	10	11	8	7	13	15	11
E682	7	4	10	8	7	4	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	1	0	0
E683	23	45	56	18	17	53	9	9	12	13	8	39	16	8	14	24	19	15	13	15	17	20	15	12
E684	27	43	62	40	11	45	18	27	5	3	11	39	6	0	15	14	25	15	12	23	14	22	17	16
E685	20	44	50	32	14	50	13	19	1	35	13	57	2	0	9	10	22	9	15	11	27	21	19	21
E686	44	43	57	48	25	57	21	20	28	10	15	62	20	11	13	13	12	21	27	18	21	21	32	15
E687	9	20	27	17	17	16	2	2	9	1	5	25	3	0	2	8	4	2	7	6	8	8	11	7
E688	21	19	36	11	8	27	11	10	16	10	2	31	3	0	11	8	6	16	2	4	4	6	16	5
E689	23	34	56	29	8	30	7	17	4	15	5	54	3	0	2	10	5	5	12	12	7	31	10	3
E690	27	51	58	35	22	40	14	8	8	12	14	58	3	2	29	22	7	18	27	13	25	28	17	9
E691	6	13	16	20	2	22	1	2	1	8	4	22	1	2	2	3	5	7	8	4	8	7	5	5
E692	17	12	10	13	3	11	5	2	0	0	2	20	0	0	3	3	3	2	0	0	0	4	0	0
E693	16	21	29	20	15	20	5	17	9	1	2	37	3	0	15	2	7	6	7	13	13	4	11	7
E694	12	14	33	28	7	37	7	2	3	9	2	53	6	0	9	8	12	5	5	4	4	14	4	4
E695	15	19	27	31	15	39	7	6	3	7	5	29	3	1	4	12	6	11	10	12	3	6	16	15
E696	5	6	11	3	1	6	9	3	1	4	2	14	6	0	9	17	9	7	17	0	6	5	0	1
E697	24	14	45	12	14	24	3	3	11	3	2	21	8	0	0	6	4	2	1	9	1	17	12	4
E698	9	9	5	4	6	8	2	0	3	1	0	16	4	0	0	3	0	3	0	0	0	3	0	0
E699	15	25	26	6	9	8	19	6	16	10	11	16	14	1	15	9	9	2	3	1	2	8	1	2
E700	15	25	36	22	9	28	1	7	4	7	5	21	7	0	2	6	6	3	6	4	9	9	12	7
E701	9	26	30	27	9	31	3	10	4	5	6	22	1	4	3	5	2	6	15	12	16	14	11	8
E702	9	5	146	0	20	8	15	210	26	137	21	24	11	137	140	1	9	50	34	32	17	29	20	7
E703	12	20	33	19	7	22	21	3	1	0	5	34	7	4	15	8	10	6	4	13	3	13	4	3
E704	8	30	22	35	14	20	4	3	1	3	1	34	2	0	7	3	1	12	6	23	20	15	22	7
E705	3	4	2	2	3	3	0	1	0	0	0	2	0	0	0	0	0	0	6	1	3	6	2	2
E706	7	17	15	5	1	17	16	6	14	10	9	15	1	2	11	12	5	6	6	9	6	8	11	2
E707	20	38	30	36	8	42	10	11	24	0	9	71	16	20	11	6	4	12	6	12	18	16	23	7
E708	15	12	21	9	5	19	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	6	0
E709	3	1	2	2	2	2	2	6	0	0	0	3	0	0	3	0	0	0	5	1	1	19	0	0
E710	6	10	9	4	1	4	0	0	8	0	0	5	0	0	0	0	0	0	0	0	0	1	0	0
E711	1	4	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	2	1	0
E712	17	29	35	16	28	23	8	14	4	0	21	28	6	14	6	12	5	4	11	11	12	10	25	16
E713	4	1	15	2	1	8	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
E714	1	4	2	8	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
E715	7	30	28	27	5	24	3	1	1	25	2	35	6	0	3	14	10	9	11	6	12	9	20	13
E716	6	9	9	9	0	10	0	0	1	0	0	8	0	0	0	0	2	0	2	3	1	3	2	3
E717	2	8	9	7	2	8	2	6	0	0	3	4	0	0	1	2	1	2	8	1	0	0	0	0
E718	36	61	61	39	26	47	13	8	11	19	1	62	15	0	3	20	15	19	9	13	14	37	28	16
E719	6	6	25	6	5	10	4	9	1	0	1	19	0	0	3	2	4	0	7	5	2	5	5	7
E720	6	8	4	4	1	3	0	0	5	0	0	3	0	0	0	0	0	0	3	1	1	6	2	3
E721	3	3	11	6	3	11	8	2	3	2	0	12	3	0	0	3	4	3	11	13	7	14	7	4
E722	12	17	8	16	11	21	1	2	1	0	5	37	2	6	4	12	3	4	7	8	21	13	12	6
E723	15	14	27	27	5	27	0	0	5	0	0	31	0	0	6	1	4	0	3	3	2	3	3	1
E724	7	11	35	26	6	13	0	1	2	9	2	30	8	2	0	10	7	10	5	1	1	13	3	7
E725	1	2	13	18	0	2	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0
E726	3	8	16	6	0	4	4	4	0	0	0	3	0	6	6	1	1	1	1	0	4	1	6	2
E727	5	15	24	7	17	17	2	3	6	3	3	21	6	1	7	3	12	3	11	9	6	13	14	4
E728	8	23	27	20	2	28	1	2	1	0	0	34	0	0	4	2	5	1	6	7	19	10	10	13
E729	15	29	29	22	8	31	12	4	3	9	7	49	6	3	17	7	8	1	9	18	12	22	6	5
E730	9	4	6	3	2	2	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1
E731	1	12	9	9	1	18	0	0	0	0	0	17	0	0	0	0	3	0	1	1	2	2	1	1
E732	3	5	3	4	1	11	9	3	0	0	6	8	1	0	5	1	7	1	0	0	0	0	0	0
E733	9	28	35	23	12	19	1	0	2	4	0	28	3	0	0	7	0	2	13	12	6	9	12	14
E734	12	22	14	17	8	25	6	2	4	5	6	24	4	0	10	4	6	8	6	7	14	12	10	5
E735	9	17	15	27	10	23	5	2	3	4	7	21	2	0	3	4	6	3	5	8	9	27	13	6
E736	11	29	20	18	14	15	1	5	6	4	4	22	4	0	8	14	12	23	12	10	13	24	8	12
E737	3	5	9	3	3	9	1	0	3	9	0	9	6	0	1	5	1	1	3	3	3	9	3	5
E738	7	11	7	7	1	11	3	8	2	6	3	14	6	0	7	3	2	3	2	2	4	4	9	4
E739	7	12	22	15	1	24	1	15	6	4	0	16	1	0	2	4	1	1	21	9	16	15	3	5
E740	1	7	15	3	5	7	2	13	1	4	6	3	5	0	3	9	4	8	1	0	0	3	0	1
E741	11	20	14	22	2	41	0	0	5	0	0	38	0	0	9	1	9	11	4	11	8	2	10	4
E742	3	3	3	4	2	1	6	0	2	2	2	1	1	0	0	5	7	2	1	3	3	6	0	0
E743	30	61	81	29	19	57	18	10	2	5	8	47	11	0	14	10	19	12	25	22	23	23	30	15
E744	15	18	23	25	4	37	1	11	5	7	3	22	1	0	3	3	9	6	8	19	7	4	10	2
E745	27	38	27	26	13	36	12	8	16	5	6	35	2	2	10	4	12	10	15	12	19	31	25	15
E746	5	18	26	9	4	15	0	12	0	0	0	24	0	0	0	0	0	0	21	10	8	18	22	7
E747	2	7	3	12	2	7	11	16	0	0	4	7	1	3	8	9	1	8	1	0	0	0	0	0
E748	46	70	51	46	34	83	25	13	5	21	12	68	6	20	19	29	14	13	19	18	14	27	21	17
E749	6	17	26	25	13	37	3	6	1	9	1	28	1	0	1	6	3	8	2	10	9	3	9	12
E750	11	13	26	17	8	19	2	14	2	2	4	26	1	4	8	6	5	7	5	3	5	5	3	14
E751	2	0	2	6	2	7	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	2	0	0
E752	1	3	0	7	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
E753	11	33	30	25	5	36	2	10	1	2	3	36	7	4	15	11	5	5	8	17	10	20	8	6
E754	11	27	28	18	3	19	1	7	2	6	2	23	3	2	1	4	17	5	13	18	23	15	21	9
E755	19	39	46	32	20	27	7	14	7	10	2	35	2	2	6	4	3	6	14	9	12	27	13	6
E756	31	32	38	46	10	66	5	4	6	3	1	46	6	6	2	5	10	8	18	22	20	21	38	6
E757	6	4	10	2	5	7	1	7	0	0	3	5	4	0	9	1	5	0	0	0	0	0	0	0
E758	15	27	51	19	14	38	5	14	2	9	21	44	6	19	17	12	13	24	19	22	11	15	21	14
E759	7	14	29	19	10	14	7	13	3	0	8	13	10	4	13	11	20	21	3	3	10	24	4	4
E760	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E761	72	119	191	99	62	133	37	15	39	49	28	163	27	16	26	51	38	38	57	45	53	78	47	35
E762	5	23	12	4	7	11	4	2	4	8	6	12	10	3	11	11	11	11	11	4	7	7	8	13
E763	16	35	45	32	11	42	9	8	9	17	10	46	15	6	10	12	11	12	20	14	12	28	10	17
E764	3	6	2	7	2	2	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0
E765	7	1	4	5	0	2	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
E766	5	6	2	1	2	1	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
E767	35	69	80	39	30	68	23	29	16	9	16	78	15	18	10	29	16	12	43	18	26	25	18	20
E768	14	17	14	11	4	8	2	3	2	2	0	12	2	0	0	1	1	1	2	0	0	0	0	0
E769	31	49	80	18	45	71	30	54	17	19	20	53	20	23	36	37	25	37	31	19	22	34	36	22
E770	1	0	0	0	0	0	1	9	0	1	3	4	0	0	12	1	5	0	20	2	5	23	0	2
E771	17	11	24	13	10	12	6	0	11	14	0	29	7	0	0	8	9	1	3	1	2	4	2	1
E772	22	24	30	35	4	23	0	4	1	0	0	63	9	0	2	0	5	2	6	9	3	10	9	9
E773	6	7	9	9	4	20	2	5	0	0	1	22	0	18	6	2	1	4	5	10	3	2	1	3
E774	6	17	38	28	8	40	3	0	7	0	2	26	1	0	0	3	4	6	10	9	4	18	10	8
E775	33	39	31	27	11	33	11	12	1	9	6	57	10	0	10	15	10	6	7	13	11	18	13	10
E776	6	7	3	4	0	9	0	0	0	0	0	25	0	0	0	0	0	0	8	1	13	0	0	0
E777	8	25	39	7	10	15	4	17	13	2	5	20	7	0	21	6	18	22	12	10	10	10	13	13
E778	7	7	6	4	5	4	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	5	0	0
E779	4	3	5	7	1	12	0	0	1	0	0	4	0	0	0	0	3	0	1	2	3	1	2	1
E780	21	11	17	14	3	18	4	0	1	8	0	24	9	0	0	5	3	1	5	6	10	12	10	7
E781	11	36	32	18	11	20	10	9	6	9	11	26	3	9	13	8	12	11	16	8	13	11	13	9
E782	21	27	28	19	27	20	20	17	6	1	7	26	8	2	12	18	6	12	9	5	4	5	5	8
E783	29	58	64	45	29	51	19	29	7	7	30	62	2	16	23	29	14	10	26	15	15	31	32	22
E784	9	26	30	27	9	31	3	10	4	5	6	22	1	4	3	5	2	6	15	12	16	14	11	8
E785	4	7	2	7	4	8	0	0	0	0	0	13	0	0	0	0	4	0	1	1	7	4	4	6
E786	5	10	11	17	11	15	0	0	5	0	0	18	0	0	0	1	0	0	4	1	2	5	2	1
E787	16	37	28	14	6	37	4	2	1	0	3	34	1	0	1	9	5	13	13	13	9	21	19	15
E788	16	29	37	28	16	29	1	2	4	0	10	21	1	0	2	4	4	4	16	10	10	16	15	10
E789	4	4	2	3	1	2	0	0	0	0	0	4	0	0	0	0	0	0	5	1	11	3	6	0
E790	12	30	38	27	5	42	2	5	9	1	6	44	1	0	2	10	7	7	15	14	14	16	8	11
E791	162	253	348	221	149	306	80	81	31	47	63	343	45	28	86	92	83	79	89	60	78	111	86	89
E792	6	8	7	5	0	12	2	1	0	0	1	19	0	0	3	4	2	1	5	4	6	5	1	1
E793	11	9	14	6	2	10	3	3	2	3	3	17	4	3	2	12	4	3	7	15	6	13	9	4
E794	3	18	26	11	1	18	8	22	0	0	7	34	0	0	8	5	5	0	15	16	13	17	5	23
E795	23	28	55	43	14	50	20	29	5	11	17	66	6	0	24	30	24	16	21	18	27	22	37	31
E796	1	3	1	0	0	0	0	3	0	0	2	7	0	0	11	2	1	3	0	2	0	3	0	0
E797	8	15	13	11	1	15	5	7	1	0	1	14	6	0	6	3	1	1	7	1	6	6	4	1
E798	6	13	16	20	2	22	1	2	1	8	4	22	1	2	2	3	5	7	8	4	8	7	5	5
E799	35	34	60	31	14	48	18	11	20	10	4	42	6	3	4	19	13	12	20	10	15	19	19	14
E800	2	17	24	11	0	10	0	0	0	0	0	17	0	0	0	0	2	0	14	7	8	4	4	3
E801	1	1	5	4	9	8	0	0	0	0	0	8	0	0	2	1	5	0	3	7	5	7	10	2
E802	24	20	21	17	9	23	7	3	1	1	1	44	2	1	1	8	5	8	5	6	10	5	6	4
E803	9	19	26	22	10	15	8	13	8	2	8	31	3	0	6	6	8	9	6	13	5	15	11	5
E804	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
E805	2	2	10	19	5	6	0	0	0	0	0	15	0	0	0	0	0	0	2	6	1	1	2	4
E806	4	13	21	12	14	29	1	2	1	0	1	11	2	0	8	7	3	2	7	9	7	11	16	7
E807	17	11	16	19	3	12	2	1	0	0	2	26	0	0	1	4	3	8	0	0	0	0	0	0
