"ASV_ID","Kingdom","Phylum","PC","Class","Order","Family","Genus","Species","last"
"ASV_2846","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Unassigned","Unassigned","f_Flavobacteriaceae"
"ASV_2867","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2869","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2843","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_2871","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2845","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_2879","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2882","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2856","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Gammaproteobacteria"
"ASV_2872","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2878","Bacteria","Bacteroidetes","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidaceae","Bacteroides","Bacteroides_stercoris","s_Bacteroides_stercoris"
"ASV_2858","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_2859","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_2880","Bacteria","Chlamydiae","Chlamydiae","Chlamydiia","Chlamydiales","Unassigned","Unassigned","Unassigned","o_Chlamydiales"
"ASV_2881","Bacteria","Bacteroidetes","Bacteroidetes","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","p_Bacteroidetes"
"ASV_2876","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Unassigned","g_Acinetobacter"
"ASV_2889","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2875","Bacteria","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Deltaproteobacteria"
"ASV_2877","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter_schindleri","s_Acinetobacter_schindleri"
"ASV_2862","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_2884","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_2865","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_2897","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2894","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2885","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_2873","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Alphaproteobacteria"
"ASV_2895","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2866","Bacteria","Actinobacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Acidimicrobiaceae","Ilumatobacter","Ilumatobacter_fluminis","s_Ilumatobacter_fluminis"
"ASV_2902","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","a_ASV_2902"
"ASV_2870","Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Sulfurisoma","Sulfurisoma_sediminicola","s_Sulfurisoma_sediminicola"
"ASV_2868","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Neptuniibacter","Neptuniibacter_halophilus","s_Neptuniibacter_halophilus"
"ASV_2874","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_2910","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","a_ASV_2910"
"ASV_2888","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2883","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_2903","Bacteria","Bacteroidetes","Bacteroidetes","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","p_Bacteroidetes"
"ASV_2898","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_2892","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Alphaproteobacteria"
"ASV_2906","Bacteria","Bacteroidetes","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Chitinophagaceae","Unassigned","Unassigned","f_Chitinophagaceae"
"ASV_2905","Bacteria","Acidobacteria","Acidobacteria","Acidobacteria_Gp4","Unassigned","Unassigned","Gp4","Unassigned","o_Unassigned"
"ASV_2901","Bacteria","Firmicutes","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Streptococcus","Unassigned","g_Streptococcus"
"ASV_2887","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_2886","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium","Unassigned","g_Novosphingobium"
"ASV_2890","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas","Unassigned","g_Sphingomonas"
"ASV_2891","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Stappia","Unassigned","g_Stappia"
"ASV_2893","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","o_Rhizobiales"
"ASV_2912","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Unassigned","Unassigned","f_Flavobacteriaceae"
"ASV_2908","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinobacterium","Marinobacterium_jannaschii","s_Marinobacterium_jannaschii"
"ASV_2896","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Gammaproteobacteria"
"ASV_2911","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_2916","Bacteria","Proteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","p_Proteobacteria"
"ASV_2922","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2904","Bacteria","Acidobacteria","Acidobacteria","Acidobacteria_Gp7","Unassigned","Unassigned","Gp7","Unassigned","o_Unassigned"
"ASV_2899","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Unassigned","g_Pseudomonas"
"ASV_2925","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2913","Bacteria","Bacteroidetes","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Sphingobacterium","Unassigned","g_Sphingobacterium"
"ASV_2934","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2930","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2927","Bacteria","Planctomycetes","Planctomycetes","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","p_Planctomycetes"
"ASV_2900","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Gammaproteobacteria"
"ASV_2926","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Soonwooa","Soonwooa_buanensis","s_Soonwooa_buanensis"
"ASV_2924","Bacteria","Chlamydiae","Chlamydiae","Chlamydiia","Chlamydiales","Unassigned","Unassigned","Unassigned","o_Chlamydiales"
"ASV_2920","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","Unassigned","g_Erythrobacter"
"ASV_2907","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","Pseudomonas_aestusnigri","s_Pseudomonas_aestusnigri"
"ASV_2923","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Legionellales","Legionellaceae","Legionella","Unassigned","g_Legionella"
"ASV_2914","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Erythrobacter","Unassigned","g_Erythrobacter"
"ASV_2939","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","a_ASV_2939"
"ASV_2909","Bacteria","Proteobacteria","Betaproteobacteria","Betaproteobacteria","Rhodocyclales","Rhodocyclaceae","Unassigned","Unassigned","f_Rhodocyclaceae"
"ASV_2928","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Unassigned","g_Vibrio"
"ASV_2915","Bacteria","Actinobacteria","Actinobacteria","Actinobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Actinobacteria"
"ASV_2941","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","a_ASV_2941"
"ASV_2921","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Unassigned","g_Flavobacterium"
"ASV_2949","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2935","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2919","Bacteria","Bacteroidetes","Bacteroidetes","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","p_Bacteroidetes"
"ASV_2917","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Pseudoalteromonadaceae","Pseudoalteromonas","Unassigned","g_Pseudoalteromonas"
"ASV_2947","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","a_ASV_2947"
"ASV_2918","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Unassigned","Unassigned","f_Phyllobacteriaceae"
"ASV_2937","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_2929","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Unassigned","Unassigned","f_Flavobacteriaceae"
"ASV_2945","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","a_ASV_2945"
"ASV_2951","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","a_ASV_2951"
"ASV_2938","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Unassigned","Unassigned","Unassigned","o_Rhodobacterales"
"ASV_2931","Bacteria","Chlamydiae","Chlamydiae","Chlamydiia","Chlamydiales","Unassigned","Unassigned","Unassigned","o_Chlamydiales"
"ASV_2932","Bacteria","Bacteroidetes","Bacteroidetes","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","p_Bacteroidetes"
"ASV_2933","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Unassigned","Unassigned","f_Flavobacteriaceae"
"ASV_2948","Bacteria","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria","Myxococcales","Nannocystaceae","Unassigned","Unassigned","f_Nannocystaceae"
"ASV_2950","Bacteria","Acidobacteria","Acidobacteria","Acidobacteria_Gp7","Unassigned","Unassigned","Gp7","Unassigned","o_Unassigned"
"ASV_2944","Bacteria","Firmicutes","Firmicutes","Clostridia","Clostridiales","Unassigned","Unassigned","Unassigned","o_Clostridiales"
"ASV_2936","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Acinetobacter_baumannii","s_Acinetobacter_baumannii"
"ASV_2946","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Unassigned","g_Vibrio"
"ASV_2943","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2969","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","a_ASV_2969"
"ASV_2956","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Unassigned","g_Acinetobacter"
"ASV_2974","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2940","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Unassigned","Unassigned","f_Hyphomonadaceae"
"ASV_2942","Bacteria","Firmicutes","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus","Lactococcus_chungangensis","s_Lactococcus_chungangensis"
"ASV_2952","Bacteria","Actinobacteria","Actinobacteria","Actinobacteria","Actinomycetales","Microbacteriaceae","Leucobacter","Unassigned","g_Leucobacter"
"ASV_2973","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2960","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Gammaproteobacteria"
"ASV_2966","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Actibacter","Actibacter_sediminis","s_Actibacter_sediminis"
"ASV_2961","Bacteria","Firmicutes","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae","Unassigned","Unassigned","f_Aerococcaceae"
"ASV_2970","Bacteria","Firmicutes","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae","Gemmiger","Gemmiger_formicilis","s_Gemmiger_formicilis"
"ASV_2955","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","Flavobacterium_haoranii","s_Flavobacterium_haoranii"
"ASV_2954","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2959","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Chryseobacterium","Unassigned","g_Chryseobacterium"
"ASV_2985","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2963","Bacteria","Verrucomicrobia","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Unassigned","Unassigned","Unassigned","o_Verrucomicrobiales"
"ASV_2987","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2988","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2953","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_2975","Bacteria","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Deltaproteobacteria"
"ASV_2976","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Robiginitalea","Unassigned","g_Robiginitalea"
"ASV_2986","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","a_ASV_2986"
"ASV_2968","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Unassigned","Unassigned","f_Cryomorphaceae"
"ASV_2964","Bacteria","Chlamydiae","Chlamydiae","Chlamydiia","Chlamydiales","Unassigned","Unassigned","Unassigned","o_Chlamydiales"
"ASV_2967","Bacteria","Chloroflexi","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","Unassigned","Unassigned","f_Anaerolineaceae"
"ASV_2957","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodospirillales","Unassigned","Unassigned","Unassigned","o_Rhodospirillales"
"ASV_2958","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingopyxis","Unassigned","g_Sphingopyxis"
"ASV_2972","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Unassigned","Unassigned","f_Flavobacteriaceae"
"ASV_2971","Bacteria","Verrucomicrobia","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Unassigned","Unassigned","Unassigned","o_Verrucomicrobiales"
"ASV_2978","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Neptunomonas","Neptunomonas_concharum","s_Neptunomonas_concharum"
"ASV_2962","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","o_Rhizobiales"
"ASV_2982","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2981","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Unassigned","Unassigned","f_Alteromonadaceae"
"ASV_2965","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Chromatiales","Ectothiorhodospiraceae","Thioalbus","Thioalbus_denitrificans","s_Thioalbus_denitrificans"
"ASV_2997","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","a_ASV_2997"
"ASV_2995","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","a_ASV_2995"
"ASV_2979","Bacteria","Bacteroidetes","Bacteroidetes","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","p_Bacteroidetes"
"ASV_3003","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2990","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Roseivivax","Roseivivax_halodurans","s_Roseivivax_halodurans"
"ASV_2989","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Gammaproteobacteria"
"ASV_2977","Bacteria","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Deltaproteobacteria"
"ASV_3006","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","a_ASV_3006"
"ASV_2980","Bacteria","Firmicutes","Firmicutes","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","p_Firmicutes"
"ASV_2984","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_2994","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","o_Rhizobiales"
"ASV_2999","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Cryomorphaceae","Lishizhenia","Lishizhenia_tianjinensis","s_Lishizhenia_tianjinensis"
"ASV_2996","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gilvibacter","Gilvibacter_sediminis","s_Gilvibacter_sediminis"
"ASV_2983","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Henriciella","Unassigned","g_Henriciella"
"ASV_2991","Bacteria","Bacteroidetes","Bacteroidetes","Bacteroidia","Bacteroidales","Marinilabiliaceae","Carboxylicivirga","Carboxylicivirga_mesophila","s_Carboxylicivirga_mesophila"
"ASV_3000","Bacteria","Actinobacteria","Actinobacteria","Actinobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Actinobacteria"
"ASV_3009","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Alteromonadales","Alteromonadaceae","Alteromonas","Unassigned","g_Alteromonas"
"ASV_2992","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum","Unassigned","g_Tenacibaculum"
"ASV_3012","Bacteria","Deinococcus-Thermus","Deinococcus-Thermus","Deinococci","Deinococcales","Deinococcaceae","Deinococcus","Unassigned","g_Deinococcus"
"ASV_3011","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas","Marinomonas_brasilensis","s_Marinomonas_brasilensis"
"ASV_2993","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_3014","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Unassigned","g_Vibrio"
"ASV_3019","Bacteria","Bacteroidetes","Bacteroidetes","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","p_Bacteroidetes"
"ASV_3018","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Unassigned","Unassigned","f_Flavobacteriaceae"
"ASV_3002","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Vibrionales","Vibrionaceae","Vibrio","Unassigned","g_Vibrio"
"ASV_2998","Bacteria","Firmicutes","Firmicutes","Bacilli","Lactobacillales","Enterococcaceae","Enterococcus","Unassigned","g_Enterococcus"
"ASV_3005","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rickettsiales","Unassigned","Unassigned","Unassigned","o_Rickettsiales"
"ASV_3001","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Paracoccus","Unassigned","g_Paracoccus"
"ASV_3008","Bacteria","Acidobacteria","Acidobacteria","Acidobacteria_Gp16","Unassigned","Unassigned","Unassigned","Unassigned","c_Acidobacteria_Gp16"
"ASV_3007","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_3004","Bacteria","Actinobacteria","Actinobacteria","Actinobacteria","Actinomycetales","Unassigned","Unassigned","Unassigned","o_Actinomycetales"
"ASV_3013","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Unassigned","Unassigned","f_Flavobacteriaceae"
"ASV_3026","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter","Unassigned","g_Acinetobacter"
"ASV_3010","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Unassigned","Unassigned","f_Rhodobacteraceae"
"ASV_3035","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_3029","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Gammaproteobacteria"
"ASV_3027","Bacteria","Candidatus_Saccharibacteria","Candidatus_Saccharibacteria","Unassigned","Unassigned","Unassigned","Saccharibacteria_genera_incertae_sedis","Unassigned","c_Unassigned"
"ASV_3024","Bacteria","Actinobacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiaceae","Nocardia","Unassigned","g_Nocardia"
"ASV_3030","Bacteria","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","Unassigned","k_Bacteria"
"ASV_3022","Bacteria","Bacteroidetes","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum","Unassigned","g_Tenacibaculum"
"ASV_3016","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhizobiales","Unassigned","Unassigned","Unassigned","o_Rhizobiales"
"ASV_3033","Bacteria","Bacteroidetes","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Saprospiraceae","Unassigned","Unassigned","f_Saprospiraceae"
"ASV_3023","Bacteria","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria","Bdellovibrionales","Bacteriovoracaceae","Unassigned","Unassigned","f_Bacteriovoracaceae"
"ASV_3020","Bacteria","Firmicutes","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae","Unassigned","Unassigned","f_Lachnospiraceae"
"ASV_3017","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Nisaea","Unassigned","g_Nisaea"
"ASV_3015","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria","Unassigned","Unassigned","Unassigned","Unassigned","c_Gammaproteobacteria"
